   0.00000000       0.00000000    
  0.250635535       3.93729797E-03
  0.497134358       1.56230787E-02
  0.735431790       3.46820876E-02
  0.961606145       6.04991317E-02
   1.17194653       9.22342017E-02
   1.36301816      0.128843144    
   1.53172016      0.169103473    
   1.67534029      0.211644694    
   1.79160058      0.254982531    
   1.87869501      0.297556102    
   1.93532073      0.337767571    
   1.96069777      0.374023169    
   1.95458102      0.404774368    
   1.91726100      0.428558707    
   1.84955716      0.444039494    
   1.75280023      0.450042665    
   1.62880504      0.445590734    
   1.47983742      0.429932594    
   1.30857003      0.402568787    
   1.11803317      0.363271087    
  0.911559165      0.312096536    
  0.692721426      0.249395132    
  0.465269655      0.175810784    
  0.233062387       9.22759548E-02
  -1.48315644E-06  -6.14343662E-07
 -0.230051860      -9.95523557E-02
 -0.453315139     -0.204679698    
 -0.666179657     -0.313480467    
 -0.865257740     -0.423885524    
  -1.04744256     -0.533698797    
  -1.20995975     -0.640640914    
  -1.35041296     -0.742396116    
  -1.46682072     -0.836660087    
  -1.55764616     -0.921189666    
  -1.62181842     -0.993852019    
  -1.65874529      -1.05267215    
  -1.66831613      -1.09587932    
  -1.65089667      -1.12194872    
  -1.60731542      -1.12964070    
  -1.53884077      -1.11803377    
  -1.44715130      -1.08655238    
  -1.33429825      -1.03498828    
  -1.20266199     -0.963514388    
  -1.05490303     -0.872692108    
 -0.893908381     -0.763470232    
 -0.722734928     -0.637176871    
 -0.544549942     -0.495502561    
 -0.362571359     -0.340477347    
 -0.180007249     -0.174439251    
   2.94466645E-06   2.94466804E-06
  0.174444899      0.180013269    
  0.340482682      0.362577438    
  0.495507509      0.544555962    
  0.637181282      0.722740710    
  0.763474166      0.893913925    
  0.872695386       1.05490816    
  0.963517070       1.20266664    
   1.03499031       1.33430231    
   1.08655381       1.44715464    
   1.11803448       1.53884339    
   1.12964070       1.60731733    
   1.12194812       1.65089774    
   1.09587812       1.66831625    
   1.05267072       1.65874469    
  0.993850052       1.62181699    
  0.921187341       1.55764389    
  0.836657405       1.46681762    
  0.742393196       1.35040915    
  0.640637875       1.20995522    
  0.533695579       1.04743731    
  0.423882276      0.865252078    
  0.313477218      0.666173577    
  0.204676539      0.453308702    
   9.95493382E-02  0.230045184    
  -2.20798393E-06  -5.33055027E-06
  -9.22785401E-02 -0.233069226    
 -0.175813109     -0.465276420    
 -0.249397144     -0.692728043    
 -0.312098235     -0.911565483    
 -0.363272399      -1.11803901    
 -0.402569741      -1.30857539    
 -0.429933250      -1.47984219    
 -0.445591033      -1.62880921    
 -0.450042665      -1.75280344    
 -0.444039166      -1.84955966    
 -0.428558111      -1.91726267    
 -0.404773504      -1.95458174    
 -0.374022156      -1.96069753    
 -0.337766439      -1.93531942    
 -0.297554821      -1.87869287    
